rayon,week_start,week_end,building_type,damaged_buildings
Nikopolskyi,2026-02-09,2026-02-15,"Health facility (hospital, health clinic)",1
Nikopolskyi,2026-02-09,2026-02-15,Industrial/Business/Enterprise facilities,4
Nikopolskyi,2026-02-09,2026-02-15,Religious facilities,1
Nikopolskyi,2026-02-09,2026-02-15,Total,12
Novhorod-Siverskyi,2026-02-09,2026-02-15,Agricultural facilities,1
Novhorod-Siverskyi,2026-02-09,2026-02-15,Electricity supply system,1
Novhorod-Siverskyi,2026-02-09,2026-02-15,Government facilities,1
Novhorod-Siverskyi,2026-02-09,2026-02-15,Total,3
Odeskyi,2026-02-09,2026-02-15,"Education facility (school, etc.)",5
Odeskyi,2026-02-09,2026-02-15,Electricity supply system,1
Odeskyi,2026-02-09,2026-02-15,Harbor,1
Odeskyi,2026-02-09,2026-02-15,"Health facility (hospital, health clinic)",1
Odeskyi,2026-02-09,2026-02-15,Industrial/Business/Enterprise facilities,5
Odeskyi,2026-02-09,2026-02-15,Railway,1
Odeskyi,2026-02-09,2026-02-15,Total,15
Odeskyi,2026-02-09,2026-02-15,Warehouse,1
Pavlohradskyi,2026-02-09,2026-02-15,Industrial/Business/Enterprise facilities,1
Pavlohradskyi,2026-02-09,2026-02-15,Total,1
Shostkynskyi,2026-02-09,2026-02-15,"Health facility (hospital, health clinic)",1
Shostkynskyi,2026-02-09,2026-02-15,Total,1
Sumskyi,2026-02-09,2026-02-15,"Health facility (hospital, health clinic)",3
Sumskyi,2026-02-09,2026-02-15,Other,1
Sumskyi,2026-02-09,2026-02-15,Total,4
Synelnykivskyi,2026-02-09,2026-02-15,Agricultural facilities,1
Synelnykivskyi,2026-02-09,2026-02-15,"Education facility (school, etc.)",2
Synelnykivskyi,2026-02-09,2026-02-15,Electricity supply system,1
Synelnykivskyi,2026-02-09,2026-02-15,Gas supply system,1
Synelnykivskyi,2026-02-09,2026-02-15,Government facilities,1
Synelnykivskyi,2026-02-09,2026-02-15,"Health facility (hospital, health clinic)",1
Synelnykivskyi,2026-02-09,2026-02-15,Religious facilities,1
Synelnykivskyi,2026-02-09,2026-02-15,Total,8
Volodymyrskyi,2026-02-09,2026-02-15,Electricity supply system,1
Volodymyrskyi,2026-02-09,2026-02-15,Total,1
Zaporizkyi,2026-02-09,2026-02-15,"Education facility (school, etc.)",1
Zaporizkyi,2026-02-09,2026-02-15,Electricity supply system,1
Zaporizkyi,2026-02-09,2026-02-15,"Health facility (hospital, health clinic)",1
Zaporizkyi,2026-02-09,2026-02-15,Heating and water facility,1
Zaporizkyi,2026-02-09,2026-02-15,Total,4
Boryspilskyi,2026-02-02,2026-02-08,Total,1
Boryspilskyi,2026-02-02,2026-02-08,Warehouse,1
Cherkaskyi,2026-02-02,2026-02-08,Fuel depot,1
Cherkaskyi,2026-02-02,2026-02-08,Industrial/Business/Enterprise facilities,2
Cherkaskyi,2026-02-02,2026-02-08,Total,3
Chernihivskyi,2026-02-02,2026-02-08,"Cultural facilities (museum, theater etc.)",1
Chernihivskyi,2026-02-02,2026-02-08,Total,1
Chervonohradskyi,2026-02-02,2026-02-08,Power plant,1
Chervonohradskyi,2026-02-02,2026-02-08,Total,1
Dniprovskyi,2026-02-02,2026-02-08,Government facilities,1
Dniprovskyi,2026-02-02,2026-02-08,Other,1
Dniprovskyi,2026-02-02,2026-02-08,Total,2
Haisynskyi,2026-02-02,2026-02-08,"Education facility (school, etc.)",1
Haisynskyi,2026-02-02,2026-02-08,Total,1
Ivano-Frankivskyi,2026-02-02,2026-02-08,Electricity supply system,1
Ivano-Frankivskyi,2026-02-02,2026-02-08,Power plant,1
Ivano-Frankivskyi,2026-02-02,2026-02-08,Total,2
Iziumskyi,2026-02-02,2026-02-08,Railway,1
Iziumskyi,2026-02-02,2026-02-08,Total,1
Kamianskyi,2026-02-02,2026-02-08,Industrial/Business/Enterprise facilities,1
Kamianskyi,2026-02-02,2026-02-08,Total,1
Kharkivskyi,2026-02-02,2026-02-08,Electricity supply system,3
Kharkivskyi,2026-02-02,2026-02-08,Energy Infrastructure (unknown type),1
Kharkivskyi,2026-02-02,2026-02-08,Heating and water facility,1
Kharkivskyi,2026-02-02,2026-02-08,Industrial/Business/Enterprise facilities,2
Kharkivskyi,2026-02-02,2026-02-08,Total,7
Khersonskyi,2026-02-02,2026-02-08,Gas supply system,1
Khersonskyi,2026-02-02,2026-02-08,"Health facility (hospital, health clinic)",1
Khersonskyi,2026-02-02,2026-02-08,Industrial/Business/Enterprise facilities,2
Khersonskyi,2026-02-02,2026-02-08,Power plant,1
Khersonskyi,2026-02-02,2026-02-08,Total,6
Khersonskyi,2026-02-02,2026-02-08,Warehouse,1
Konotopskyi,2026-02-02,2026-02-08,"Education facility (school, etc.)",1
Konotopskyi,2026-02-02,2026-02-08,Total,1
Koriukivskyi,2026-02-02,2026-02-08,"Education facility (school, etc.)",1
Koriukivskyi,2026-02-02,2026-02-08,Total,1
Kramatorskyi,2026-02-02,2026-02-08,"Education facility (school, etc.)",2
Kramatorskyi,2026-02-02,2026-02-08,Government facilities,2
Kramatorskyi,2026-02-02,2026-02-08,Heating and water facility,1
Kramatorskyi,2026-02-02,2026-02-08,Industrial/Business/Enterprise facilities,3
Kramatorskyi,2026-02-02,2026-02-08,Total,8
Kropyvnytskyi,2026-02-02,2026-02-08,Total,1
Kropyvnytskyi,2026-02-02,2026-02-08,Warehouse,1
Kryvorizkyi,2026-02-02,2026-02-08,Electricity supply system,1
Kryvorizkyi,2026-02-02,2026-02-08,Government facilities,1
Kryvorizkyi,2026-02-02,2026-02-08,Total,2
Kyiv,2026-02-02,2026-02-08,"Cultural facilities (museum, theater etc.)",2
Kyiv,2026-02-02,2026-02-08,"Education facility (school, etc.)",2
Kyiv,2026-02-02,2026-02-08,Electricity supply system,1
Kyiv,2026-02-02,2026-02-08,Fuel depot,1
Kyiv,2026-02-02,2026-02-08,Government facilities,1
Kyiv,2026-02-02,2026-02-08,Heating and water facility,1
Kyiv,2026-02-02,2026-02-08,Road / Highway,1
Kyiv,2026-02-02,2026-02-08,Total,10
Kyiv,2026-02-02,2026-02-08,Warehouse,1
Lozivskyi,2026-02-02,2026-02-08,Electricity supply system,2
Lozivskyi,2026-02-02,2026-02-08,Total,2
Mykolaivskyi,2026-02-02,2026-02-08,Government facilities,1
Mykolaivskyi,2026-02-02,2026-02-08,Total,1
Myrhorodskyi,2026-02-02,2026-02-08,Industrial/Business/Enterprise facilities,1
Myrhorodskyi,2026-02-02,2026-02-08,Total,1
Nikopolskyi,2026-02-02,2026-02-08,Agricultural facilities,1
Nikopolskyi,2026-02-02,2026-02-08,"Education facility (school, etc.)",3
Nikopolskyi,2026-02-02,2026-02-08,Electricity supply system,6
Nikopolskyi,2026-02-02,2026-02-08,Gas supply system,5
Nikopolskyi,2026-02-02,2026-02-08,Government facilities,1
Nikopolskyi,2026-02-02,2026-02-08,"Health facility (hospital, health clinic)",1
Nikopolskyi,2026-02-02,2026-02-08,Industrial/Business/Enterprise facilities,5
Nikopolskyi,2026-02-02,2026-02-08,Total,22
Novhorod-Siverskyi,2026-02-02,2026-02-08,Government facilities,1
Novhorod-Siverskyi,2026-02-02,2026-02-08,Industrial/Business/Enterprise facilities,1
Novhorod-Siverskyi,2026-02-02,2026-02-08,Total,2
Odeskyi,2026-02-02,2026-02-08,"Education facility (school, etc.)",3
Odeskyi,2026-02-02,2026-02-08,Industrial/Business/Enterprise facilities,2
Odeskyi,2026-02-02,2026-02-08,Religious facilities,1
Odeskyi,2026-02-02,2026-02-08,Total,6
Oleksandriiskyi,2026-02-02,2026-02-08,Electricity supply system,1
Oleksandriiskyi,2026-02-02,2026-02-08,Total,1
Pavlohradskyi,2026-02-02,2026-02-08,"Education facility (school, etc.)",1
Pavlohradskyi,2026-02-02,2026-02-08,Total,1
Stryiskyi,2026-02-02,2026-02-08,Electricity supply system,1
Stryiskyi,2026-02-02,2026-02-08,Total,1
Sumskyi,2026-02-02,2026-02-08,Heating and water facility,1
Sumskyi,2026-02-02,2026-02-08,Total,1
Synelnykivskyi,2026-02-02,2026-02-08,Agricultural facilities,1
Synelnykivskyi,2026-02-02,2026-02-08,"Education facility (school, etc.)",1
Synelnykivskyi,2026-02-02,2026-02-08,Electricity supply system,1
Synelnykivskyi,2026-02-02,2026-02-08,Gas supply system,2
Synelnykivskyi,2026-02-02,2026-02-08,Government facilities,4
Synelnykivskyi,2026-02-02,2026-02-08,Industrial/Business/Enterprise facilities,4
Synelnykivskyi,2026-02-02,2026-02-08,Total,13
Volodymyrskyi,2026-02-02,2026-02-08,Electricity supply system,1
Volodymyrskyi,2026-02-02,2026-02-08,Total,1
Zaporizkyi,2026-02-02,2026-02-08,"Education facility (school, etc.)",1
Zaporizkyi,2026-02-02,2026-02-08,Electricity supply system,1
Zaporizkyi,2026-02-02,2026-02-08,"Health facility (hospital, health clinic)",1
Zaporizkyi,2026-02-02,2026-02-08,Industrial/Business/Enterprise facilities,1
Zaporizkyi,2026-02-02,2026-02-08,Other,1
Zaporizkyi,2026-02-02,2026-02-08,Total,5
Bohodukhivskyi,2026-01-26,2026-02-01,Electricity supply system,1
Bohodukhivskyi,2026-01-26,2026-02-01,Energy Infrastructure (unknown type),1
Bohodukhivskyi,2026-01-26,2026-02-01,Gas supply system,1
Bohodukhivskyi,2026-01-26,2026-02-01,Total,3
Buchanskyi,2026-01-26,2026-02-01,Government facilities,1
Buchanskyi,2026-01-26,2026-02-01,Total,1
Chernihivskyi,2026-01-26,2026-02-01,Industrial/Business/Enterprise facilities,1
Chernihivskyi,2026-01-26,2026-02-01,Total,1
Chuhuivskyi,2026-01-26,2026-02-01,Industrial/Business/Enterprise facilities,2
Chuhuivskyi,2026-01-26,2026-02-01,Total,2
Feodosiiskyi,2026-01-26,2026-02-01,Harbor,1
Feodosiiskyi,2026-01-26,2026-02-01,Oil depot,1
Feodosiiskyi,2026-01-26,2026-02-01,Total,2
Kharkivskyi,2026-01-26,2026-02-01,"Education facility (school, etc.)",5
Kharkivskyi,2026-01-26,2026-02-01,Electricity supply system,1
Kharkivskyi,2026-01-26,2026-02-01,Total,7
Kharkivskyi,2026-01-26,2026-02-01,Warehouse,1
Khersonskyi,2026-01-26,2026-02-01,"Cultural facilities (museum, theater etc.)",1
Khersonskyi,2026-01-26,2026-02-01,"Education facility (school, etc.)",1
Khersonskyi,2026-01-26,2026-02-01,"Health facility (hospital, health clinic)",3
Khersonskyi,2026-01-26,2026-02-01,Industrial/Business/Enterprise facilities,2
Khersonskyi,2026-01-26,2026-02-01,Road / Highway,1
Khersonskyi,2026-01-26,2026-02-01,Total,8
Konotopskyi,2026-01-26,2026-02-01,"Health facility (hospital, health clinic)",1
Konotopskyi,2026-01-26,2026-02-01,Total,1
Kramatorskyi,2026-01-26,2026-02-01,"Education facility (school, etc.)",1
Kramatorskyi,2026-01-26,2026-02-01,Electricity supply system,2
Kramatorskyi,2026-01-26,2026-02-01,Gas supply system,86
Kramatorskyi,2026-01-26,2026-02-01,Heating and water facility,1
Kramatorskyi,2026-01-26,2026-02-01,Industrial/Business/Enterprise facilities,2
Kramatorskyi,2026-01-26,2026-02-01,Total,92
Kryvorizkyi,2026-01-26,2026-02-01,Electricity supply system,2
Kryvorizkyi,2026-01-26,2026-02-01,Gas supply system,1
Kryvorizkyi,2026-01-26,2026-02-01,Heating and water facility,1
Kryvorizkyi,2026-01-26,2026-02-01,Total,4
Lozivskyi,2026-01-26,2026-02-01,Agricultural facilities,2
Lozivskyi,2026-01-26,2026-02-01,"Education facility (school, etc.)",1
Lozivskyi,2026-01-26,2026-02-01,Industrial/Business/Enterprise facilities,2
Lozivskyi,2026-01-26,2026-02-01,Total,5
Luhanskyi,2026-01-26,2026-02-01,Electricity supply system,1
Luhanskyi,2026-01-26,2026-02-01,Total,1
Mykolaivskyi,2026-01-26,2026-02-01,Gas supply system,1
Mykolaivskyi,2026-01-26,2026-02-01,Total,1
Nikopolskyi,2026-01-26,2026-02-01,Agricultural facilities,3
Nikopolskyi,2026-01-26,2026-02-01,"Cultural facilities (museum, theater etc.)",1
Nikopolskyi,2026-01-26,2026-02-01,"Education facility (school, etc.)",1
Nikopolskyi,2026-01-26,2026-02-01,Electricity supply system,4
Nikopolskyi,2026-01-26,2026-02-01,Gas supply system,2
Nikopolskyi,2026-01-26,2026-02-01,Government facilities,1
Nikopolskyi,2026-01-26,2026-02-01,Industrial/Business/Enterprise facilities,12
Nikopolskyi,2026-01-26,2026-02-01,Total,24
Nizhynskyi,2026-01-26,2026-02-01,Industrial/Business/Enterprise facilities,1
Nizhynskyi,2026-01-26,2026-02-01,Total,1
Novhorod-Siverskyi,2026-01-26,2026-02-01,"Cultural facilities (museum, theater etc.)",1
Novhorod-Siverskyi,2026-01-26,2026-02-01,Total,2
Novhorod-Siverskyi,2026-01-26,2026-02-01,Warehouse,1
Novomoskovskyi,2026-01-26,2026-02-01,Industrial/Business/Enterprise facilities,1
Novomoskovskyi,2026-01-26,2026-02-01,Total,1
Odeskyi,2026-01-26,2026-02-01,"Cultural facilities (museum, theater etc.)",1
Odeskyi,2026-01-26,2026-02-01,"Education facility (school, etc.)",2
Odeskyi,2026-01-26,2026-02-01,Electricity supply system,1
Odeskyi,2026-01-26,2026-02-01,Harbor,1
Odeskyi,2026-01-26,2026-02-01,Industrial/Business/Enterprise facilities,2
Odeskyi,2026-01-26,2026-02-01,Religious facilities,2
Odeskyi,2026-01-26,2026-02-01,Total,9
Pavlohradskyi,2026-01-26,2026-02-01,Agricultural facilities,1
Pavlohradskyi,2026-01-26,2026-02-01,Industrial/Business/Enterprise facilities,1
Pavlohradskyi,2026-01-26,2026-02-01,Total,2
Sevastopol,2026-01-26,2026-02-01,"Cultural facilities (museum, theater etc.)",1
Sevastopol,2026-01-26,2026-02-01,Road / Highway,1
Sevastopol,2026-01-26,2026-02-01,Total,2
Sumskyi,2026-01-26,2026-02-01,Industrial/Business/Enterprise facilities,1
Sumskyi,2026-01-26,2026-02-01,Total,2
Sumskyi,2026-01-26,2026-02-01,Warehouse,1
Synelnykivskyi,2026-01-26,2026-02-01,"Cultural facilities (museum, theater etc.)",1
Synelnykivskyi,2026-01-26,2026-02-01,"Education facility (school, etc.)",2
Synelnykivskyi,2026-01-26,2026-02-01,Government facilities,2
Synelnykivskyi,2026-01-26,2026-02-01,"Health facility (hospital, health clinic)",1
Synelnykivskyi,2026-01-26,2026-02-01,Industrial/Business/Enterprise facilities,2
Synelnykivskyi,2026-01-26,2026-02-01,Total,8
Zaporizkyi,2026-01-26,2026-02-01,Gas supply system,1
Zaporizkyi,2026-01-26,2026-02-01,"Health facility (hospital, health clinic)",2
Zaporizkyi,2026-01-26,2026-02-01,Industrial/Business/Enterprise facilities,1
Zaporizkyi,2026-01-26,2026-02-01,Total,6
Zaporizkyi,2026-01-26,2026-02-01,Warehouse,2
Zolochivskyi,2026-01-26,2026-02-01,Fuel depot,1
Zolochivskyi,2026-01-26,2026-02-01,Total,1
Brovarskyi,2026-01-19,2026-01-25,Industrial/Business/Enterprise facilities,1
Brovarskyi,2026-01-19,2026-01-25,Total,2
Brovarskyi,2026-01-19,2026-01-25,Warehouse,1
Buchanskyi,2026-01-19,2026-01-25,Fuel depot,3
Buchanskyi,2026-01-19,2026-01-25,Total,3
Chuhuivskyi,2026-01-19,2026-01-25,Electricity supply system,1
Chuhuivskyi,2026-01-19,2026-01-25,Total,1
Dniprovskyi,2026-01-19,2026-01-25,Heating and water facility,1
Dniprovskyi,2026-01-19,2026-01-25,Industrial/Business/Enterprise facilities,1
Dniprovskyi,2026-01-19,2026-01-25,Total,2
Kharkivskyi,2026-01-19,2026-01-25,"Education facility (school, etc.)",1
Kharkivskyi,2026-01-19,2026-01-25,Electricity supply system,1
Kharkivskyi,2026-01-19,2026-01-25,"Health facility (hospital, health clinic)",2
Kharkivskyi,2026-01-19,2026-01-25,Industrial/Business/Enterprise facilities,4
Kharkivskyi,2026-01-19,2026-01-25,Other,1
Kharkivskyi,2026-01-19,2026-01-25,Road / Highway,1
Kharkivskyi,2026-01-19,2026-01-25,Total,10
Kramatorskyi,2026-01-19,2026-01-25,Fuel depot,1
Kramatorskyi,2026-01-19,2026-01-25,Government facilities,1
Kramatorskyi,2026-01-19,2026-01-25,Industrial/Business/Enterprise facilities,2
Kramatorskyi,2026-01-19,2026-01-25,Total,5
Kramatorskyi,2026-01-19,2026-01-25,Warehouse,1
Kremenchutskyi,2026-01-19,2026-01-25,Industrial/Business/Enterprise facilities,1
Kremenchutskyi,2026-01-19,2026-01-25,Total,1
Kryvorizkyi,2026-01-19,2026-01-25,"Cultural facilities (museum, theater etc.)",3
Kryvorizkyi,2026-01-19,2026-01-25,"Education facility (school, etc.)",3
Kryvorizkyi,2026-01-19,2026-01-25,Government facilities,2
Kryvorizkyi,2026-01-19,2026-01-25,Industrial/Business/Enterprise facilities,3
Kryvorizkyi,2026-01-19,2026-01-25,Total,11
Kyiv,2026-01-19,2026-01-25,"Cultural facilities (museum, theater etc.)",1
Kyiv,2026-01-19,2026-01-25,"Education facility (school, etc.)",1
Kyiv,2026-01-19,2026-01-25,Electricity supply system,1
Kyiv,2026-01-19,2026-01-25,Energy Infrastructure (unknown type),1
Kyiv,2026-01-19,2026-01-25,"Health facility (hospital, health clinic)",1
Kyiv,2026-01-19,2026-01-25,Heating and water facility,2
Kyiv,2026-01-19,2026-01-25,Industrial/Business/Enterprise facilities,2
Kyiv,2026-01-19,2026-01-25,Other,1
Kyiv,2026-01-19,2026-01-25,Total,11
Kyiv,2026-01-19,2026-01-25,Warehouse,1
Mykolaivskyi,2026-01-19,2026-01-25,Electricity supply system,1
Mykolaivskyi,2026-01-19,2026-01-25,Total,1
Nikopolskyi,2026-01-19,2026-01-25,Agricultural facilities,4
Nikopolskyi,2026-01-19,2026-01-25,"Cultural facilities (museum, theater etc.)",2
Nikopolskyi,2026-01-19,2026-01-25,Electricity supply system,7
Nikopolskyi,2026-01-19,2026-01-25,Gas supply system,4
Nikopolskyi,2026-01-19,2026-01-25,Government facilities,4
Nikopolskyi,2026-01-19,2026-01-25,"Health facility (hospital, health clinic)",1
Nikopolskyi,2026-01-19,2026-01-25,Industrial/Business/Enterprise facilities,7
Nikopolskyi,2026-01-19,2026-01-25,Total,29
Odeskyi,2026-01-19,2026-01-25,Electricity supply system,1
Odeskyi,2026-01-19,2026-01-25,Gas supply system,1
Odeskyi,2026-01-19,2026-01-25,Industrial/Business/Enterprise facilities,2
Odeskyi,2026-01-19,2026-01-25,Total,5
Odeskyi,2026-01-19,2026-01-25,Warehouse,1
Pavlohradskyi,2026-01-19,2026-01-25,Electricity supply system,1
Pavlohradskyi,2026-01-19,2026-01-25,Total,1
Poltavskyi,2026-01-19,2026-01-25,"Cultural facilities (museum, theater etc.)",1
Poltavskyi,2026-01-19,2026-01-25,Industrial/Business/Enterprise facilities,1
Poltavskyi,2026-01-19,2026-01-25,Total,2
Sumskyi,2026-01-19,2026-01-25,"Education facility (school, etc.)",1
Sumskyi,2026-01-19,2026-01-25,Electricity supply system,1
Sumskyi,2026-01-19,2026-01-25,Fuel depot,1
Sumskyi,2026-01-19,2026-01-25,Gas supply system,1
Sumskyi,2026-01-19,2026-01-25,Heating and water facility,1
Sumskyi,2026-01-19,2026-01-25,Total,5
Synelnykivskyi,2026-01-19,2026-01-25,Agricultural facilities,1
Synelnykivskyi,2026-01-19,2026-01-25,Gas supply system,2
Synelnykivskyi,2026-01-19,2026-01-25,Industrial/Business/Enterprise facilities,2
Synelnykivskyi,2026-01-19,2026-01-25,Total,5
Vyshhorodskyi,2026-01-19,2026-01-25,"Cultural facilities (museum, theater etc.)",1
Vyshhorodskyi,2026-01-19,2026-01-25,Total,1
Zaporizkyi,2026-01-19,2026-01-25,Electricity supply system,1
Zaporizkyi,2026-01-19,2026-01-25,Fuel depot,1
Zaporizkyi,2026-01-19,2026-01-25,Gas supply system,1
Zaporizkyi,2026-01-19,2026-01-25,Government facilities,1
Zaporizkyi,2026-01-19,2026-01-25,Industrial/Business/Enterprise facilities,3
Zaporizkyi,2026-01-19,2026-01-25,Total,7
Bilhorod-Dnistrovskyi,2026-01-12,2026-01-18,Government facilities,2
Bilhorod-Dnistrovskyi,2026-01-12,2026-01-18,Industrial/Business/Enterprise facilities,1
Bilhorod-Dnistrovskyi,2026-01-12,2026-01-18,Total,3
Bohodukhivskyi,2026-01-12,2026-01-18,Electricity supply system,1
Bohodukhivskyi,2026-01-12,2026-01-18,Industrial/Business/Enterprise facilities,2
Bohodukhivskyi,2026-01-12,2026-01-18,Total,3
Chuhuivskyi,2026-01-12,2026-01-18,Government facilities,1
Chuhuivskyi,2026-01-12,2026-01-18,Total,1
Iziumskyi,2026-01-12,2026-01-18,Electricity supply system,1
Iziumskyi,2026-01-12,2026-01-18,Total,1
Kharkivskyi,2026-01-12,2026-01-18,Energy Infrastructure (unknown type),2
Kharkivskyi,2026-01-12,2026-01-18,Fuel depot,1
Kharkivskyi,2026-01-12,2026-01-18,Industrial/Business/Enterprise facilities,1
Kharkivskyi,2026-01-12,2026-01-18,Total,5
Kharkivskyi,2026-01-12,2026-01-18,Warehouse,1
Khersonskyi,2026-01-12,2026-01-18,"Education facility (school, etc.)",2
Khersonskyi,2026-01-12,2026-01-18,Total,2
Khmelnytskyi,2026-01-12,2026-01-18,"Cultural facilities (museum, theater etc.)",1
Khmelnytskyi,2026-01-12,2026-01-18,Industrial/Business/Enterprise facilities,2
Khmelnytskyi,2026-01-12,2026-01-18,Total,3
Konotopskyi,2026-01-12,2026-01-18,Railway,1
Konotopskyi,2026-01-12,2026-01-18,Total,1
Koriukivskyi,2026-01-12,2026-01-18,"Cultural facilities (museum, theater etc.)",1
Koriukivskyi,2026-01-12,2026-01-18,Electricity supply system,1
Koriukivskyi,2026-01-12,2026-01-18,Industrial/Business/Enterprise facilities,1
Koriukivskyi,2026-01-12,2026-01-18,Total,3
Kramatorskyi,2026-01-12,2026-01-18,Government facilities,1
Kramatorskyi,2026-01-12,2026-01-18,Railway,1
Kramatorskyi,2026-01-12,2026-01-18,Total,3
Kramatorskyi,2026-01-12,2026-01-18,Warehouse,1
Kupianskyi,2026-01-12,2026-01-18,Total,1
Kupianskyi,2026-01-12,2026-01-18,Warehouse,1
Kyiv,2026-01-12,2026-01-18,"Education facility (school, etc.)",2
Kyiv,2026-01-12,2026-01-18,Total,2
Lvivskyi,2026-01-12,2026-01-18,"Cultural facilities (museum, theater etc.)",1
Lvivskyi,2026-01-12,2026-01-18,"Education facility (school, etc.)",3
Lvivskyi,2026-01-12,2026-01-18,Religious facilities,1
Lvivskyi,2026-01-12,2026-01-18,Total,5
Mariupolskyi,2026-01-12,2026-01-18,Electricity supply system,2
Mariupolskyi,2026-01-12,2026-01-18,Total,2
Nikopolskyi,2026-01-12,2026-01-18,Agricultural facilities,1
Nikopolskyi,2026-01-12,2026-01-18,Electricity supply system,6
Nikopolskyi,2026-01-12,2026-01-18,Gas supply system,6
Nikopolskyi,2026-01-12,2026-01-18,Government facilities,2
Nikopolskyi,2026-01-12,2026-01-18,"Health facility (hospital, health clinic)",1
Nikopolskyi,2026-01-12,2026-01-18,Industrial/Business/Enterprise facilities,3
Nikopolskyi,2026-01-12,2026-01-18,Total,19
Odeskyi,2026-01-12,2026-01-18,"Cultural facilities (museum, theater etc.)",1
Odeskyi,2026-01-12,2026-01-18,"Education facility (school, etc.)",5
Odeskyi,2026-01-12,2026-01-18,Energy Infrastructure (unknown type),3
Odeskyi,2026-01-12,2026-01-18,Government facilities,2
Odeskyi,2026-01-12,2026-01-18,"Health facility (hospital, health clinic)",1
Odeskyi,2026-01-12,2026-01-18,Industrial/Business/Enterprise facilities,1
Odeskyi,2026-01-12,2026-01-18,Total,13
Pavlohradskyi,2026-01-12,2026-01-18,Industrial/Business/Enterprise facilities,1
Pavlohradskyi,2026-01-12,2026-01-18,Total,1
